Year,Month,Council,Applications,Assessments,pop
2002,12,East Renfrewshire,25,10,89930
2003,1,East Renfrewshire,35,10,89870
2003,2,East Renfrewshire,35,20,89870
2003,3,East Renfrewshire,35,15,89870
2003,4,East Renfrewshire,35,15,89870
2003,5,East Renfrewshire,25,15,89870
2003,6,East Renfrewshire,35,10,89870
2003,7,East Renfrewshire,25,25,89870
2003,8,East Renfrewshire,30,10,89870
2003,9,East Renfrewshire,35,20,89870
2003,10,East Renfrewshire,45,30,89870
2003,11,East Renfrewshire,30,20,89870
2003,12,East Renfrewshire,25,15,89870
2004,1,East Renfrewshire,35,20,89790
2004,2,East Renfrewshire,35,30,89790
2004,3,East Renfrewshire,40,25,89790
2004,4,East Renfrewshire,30,15,89790
2004,5,East Renfrewshire,35,20,89790
2004,6,East Renfrewshire,40,20,89790
2004,7,East Renfrewshire,35,25,89790
2004,8,East Renfrewshire,40,25,89790
2004,9,East Renfrewshire,35,30,89790
2004,10,East Renfrewshire,40,20,89790
2004,11,East Renfrewshire,25,20,89790
2004,12,East Renfrewshire,25,15,89790
2005,1,East Renfrewshire,40,10,89880
2005,2,East Renfrewshire,35,40,89880
2005,3,East Renfrewshire,35,30,89880
2005,4,East Renfrewshire,30,25,89880
2005,5,East Renfrewshire,30,20,89880
2005,6,East Renfrewshire,30,30,89880
2005,7,East Renfrewshire,30,25,89880
2005,8,East Renfrewshire,30,20,89880
2005,9,East Renfrewshire,30,25,89880
2005,10,East Renfrewshire,40,30,89880
2005,11,East Renfrewshire,35,25,89880
2005,12,East Renfrewshire,20,20,89880
2006,1,East Renfrewshire,25,10,89750
2006,2,East Renfrewshire,35,25,89750
2006,3,East Renfrewshire,35,30,89750
2006,4,East Renfrewshire,25,25,89750
2006,5,East Renfrewshire,20,15,89750
2006,6,East Renfrewshire,35,25,89750
2006,7,East Renfrewshire,30,20,89750
2006,8,East Renfrewshire,50,35,89750
2006,9,East Renfrewshire,35,25,89750
2006,10,East Renfrewshire,30,35,89750
2006,11,East Renfrewshire,40,30,89750
2006,12,East Renfrewshire,20,20,89750
2007,1,East Renfrewshire,30,25,89840
2007,2,East Renfrewshire,30,20,89840
2007,3,East Renfrewshire,30,20,89840
2007,4,East Renfrewshire,20,15,89840
2007,5,East Renfrewshire,25,20,89840
2007,6,East Renfrewshire,25,25,89840
2007,7,East Renfrewshire,25,25,89840
2007,8,East Renfrewshire,35,20,89840
2007,9,East Renfrewshire,25,15,89840
2007,10,East Renfrewshire,25,25,89840
2007,11,East Renfrewshire,30,15,89840
2007,12,East Renfrewshire,20,15,89840
2008,1,East Renfrewshire,40,25,89870
2008,2,East Renfrewshire,35,35,89870
2008,3,East Renfrewshire,20,25,89870
2008,4,East Renfrewshire,35,15,89870
2008,5,East Renfrewshire,25,25,89870
2008,6,East Renfrewshire,25,25,89870
2008,7,East Renfrewshire,30,20,89870
2008,8,East Renfrewshire,30,25,89870
2008,9,East Renfrewshire,30,20,89870
2008,10,East Renfrewshire,30,15,89870
2008,11,East Renfrewshire,25,25,89870
2008,12,East Renfrewshire,25,15,89870
2009,1,East Renfrewshire,30,20,89980
2009,2,East Renfrewshire,30,30,89980
2009,3,East Renfrewshire,40,35,89980
2009,4,East Renfrewshire,20,20,89980
2009,5,East Renfrewshire,25,15,89980
2009,6,East Renfrewshire,40,20,89980
2009,7,East Renfrewshire,35,30,89980
2009,8,East Renfrewshire,40,30,89980
2009,9,East Renfrewshire,25,25,89980
2009,10,East Renfrewshire,25,20,89980
2009,11,East Renfrewshire,20,20,89980
2009,12,East Renfrewshire,15,10,89980
2010,1,East Renfrewshire,40,20,90410
2010,2,East Renfrewshire,30,30,90410
2010,3,East Renfrewshire,40,25,90410
2010,4,East Renfrewshire,30,25,90410
2010,5,East Renfrewshire,25,25,90410
2010,6,East Renfrewshire,30,30,90410
2010,7,East Renfrewshire,25,15,90410
2010,8,East Renfrewshire,30,20,90410
2010,9,East Renfrewshire,25,15,90410
2010,10,East Renfrewshire,25,20,90410
2010,11,East Renfrewshire,25,20,90410
2010,12,East Renfrewshire,20,10,90410
2011,1,East Renfrewshire,30,20,90810
2011,2,East Renfrewshire,25,25,90810
2011,3,East Renfrewshire,20,25,90810
2011,4,East Renfrewshire,20,10,90810
2011,5,East Renfrewshire,25,15,90810
2011,6,East Renfrewshire,35,25,90810
2011,7,East Renfrewshire,15,15,90810
2011,8,East Renfrewshire,30,15,90810
2011,9,East Renfrewshire,15,15,90810
2011,10,East Renfrewshire,25,10,90810
2011,11,East Renfrewshire,20,15,90810
2011,12,East Renfrewshire,10,15,90810
2012,1,East Renfrewshire,25,10,91040
2012,2,East Renfrewshire,25,20,91040
2012,3,East Renfrewshire,25,30,91040
2012,4,East Renfrewshire,25,15,91040
2012,5,East Renfrewshire,30,10,91040
2012,6,East Renfrewshire,25,30,91040
2012,7,East Renfrewshire,35,20,91040
2012,8,East Renfrewshire,20,30,91040
2012,9,East Renfrewshire,20,15,91040
2012,10,East Renfrewshire,20,15,91040
2012,11,East Renfrewshire,25,20,91040
2012,12,East Renfrewshire,20,10,91040
2013,1,East Renfrewshire,30,15,91530
2013,2,East Renfrewshire,25,25,91530
2013,3,East Renfrewshire,30,30,91530
2013,4,East Renfrewshire,35,20,91530
2013,5,East Renfrewshire,25,35,91530
2013,6,East Renfrewshire,25,20,91530
2013,7,East Renfrewshire,40,25,91530
2013,8,East Renfrewshire,35,25,91530
2013,9,East Renfrewshire,30,30,91530
2013,10,East Renfrewshire,40,30,91530
2013,11,East Renfrewshire,25,30,91530
2013,12,East Renfrewshire,20,20,91530
2014,1,East Renfrewshire,30,15,92410
2014,2,East Renfrewshire,30,20,92410
2014,3,East Renfrewshire,40,30,92410
2014,4,East Renfrewshire,40,35,92410
2014,5,East Renfrewshire,25,30,92410
2014,6,East Renfrewshire,35,25,92410
2014,7,East Renfrewshire,30,30,92410
2014,8,East Renfrewshire,25,20,92410
2014,9,East Renfrewshire,30,25,92410
2014,10,East Renfrewshire,35,25,92410
2014,11,East Renfrewshire,35,20,92410
2014,12,East Renfrewshire,25,30,92410
2015,1,East Renfrewshire,25,20,92940
2015,2,East Renfrewshire,30,20,92940
2015,3,East Renfrewshire,25,25,92940
2015,4,East Renfrewshire,25,20,92940
2015,5,East Renfrewshire,35,30,92940
2015,6,East Renfrewshire,25,30,92940
2015,7,East Renfrewshire,30,25,92940
2015,8,East Renfrewshire,25,20,92940
2015,9,East Renfrewshire,30,25,92940
2015,10,East Renfrewshire,20,25,92940
2015,11,East Renfrewshire,20,15,92940
2015,12,East Renfrewshire,15,20,92940
2016,1,East Renfrewshire,20,15,93810
2016,2,East Renfrewshire,25,25,93810
2016,3,East Renfrewshire,30,20,93810
2016,4,East Renfrewshire,35,20,93810
2016,5,East Renfrewshire,30,35,93810
2016,6,East Renfrewshire,25,25,93810
2016,7,East Renfrewshire,25,15,93810
2016,8,East Renfrewshire,30,25,93810
2016,9,East Renfrewshire,25,20,93810
2016,10,East Renfrewshire,30,25,93810
2016,11,East Renfrewshire,25,25,93810
2016,12,East Renfrewshire,20,15,93810
2017,1,East Renfrewshire,25,25,94760
2017,2,East Renfrewshire,25,20,94760
2017,3,East Renfrewshire,25,25,94760
2017,4,East Renfrewshire,25,15,94760
2017,5,East Renfrewshire,25,25,94760
2017,6,East Renfrewshire,30,30,94760
2017,7,East Renfrewshire,30,30,94760
2017,8,East Renfrewshire,35,25,94760
2017,9,East Renfrewshire,20,20,94760
2017,10,East Renfrewshire,15,15,94760
2017,11,East Renfrewshire,35,25,94760
2017,12,East Renfrewshire,15,20,94760
2018,1,East Renfrewshire,30,15,95170
2018,2,East Renfrewshire,25,25,95170
2018,3,East Renfrewshire,40,30,95170
2018,4,East Renfrewshire,35,35,95170
2018,5,East Renfrewshire,30,30,95170
2018,6,East Renfrewshire,25,25,95170
2018,7,East Renfrewshire,25,20,95170
2018,8,East Renfrewshire,25,20,95170
2018,9,East Renfrewshire,25,20,95170
2018,10,East Renfrewshire,20,25,95170
2018,11,East Renfrewshire,20,15,95170
2018,12,East Renfrewshire,15,10,95170
2019,1,East Renfrewshire,35,20,NA
2019,2,East Renfrewshire,25,25,NA
2019,3,East Renfrewshire,30,25,NA
2002,4,Edinburgh,400,385,447500
2002,5,Edinburgh,410,380,447500
2002,6,Edinburgh,420,380,447500
2002,7,Edinburgh,480,450,447500
2002,8,Edinburgh,410,385,447500
2002,9,Edinburgh,365,330,447500
2002,10,Edinburgh,475,435,447500
2002,11,Edinburgh,400,365,447500
2002,12,Edinburgh,305,275,447500
2003,1,Edinburgh,420,390,445300
2003,2,Edinburgh,400,365,445300
2003,3,Edinburgh,430,410,445300
2003,4,Edinburgh,395,365,445300
2003,5,Edinburgh,420,380,445300
2003,6,Edinburgh,430,385,445300
2003,7,Edinburgh,540,500,445300
2003,8,Edinburgh,410,385,445300
2003,9,Edinburgh,485,440,445300
2003,10,Edinburgh,440,430,445300
2003,11,Edinburgh,425,405,445300
2003,12,Edinburgh,440,405,445300
2004,1,Edinburgh,475,450,445870
2004,2,Edinburgh,495,450,445870
2004,3,Edinburgh,525,510,445870
2004,4,Edinburgh,450,405,445870
2004,5,Edinburgh,410,380,445870
2004,6,Edinburgh,455,415,445870
2004,7,Edinburgh,435,395,445870
2004,8,Edinburgh,460,415,445870
2004,9,Edinburgh,410,385,445870
2004,10,Edinburgh,410,385,445870
2004,11,Edinburgh,450,420,445870
2004,12,Edinburgh,320,305,445870
2005,1,Edinburgh,485,455,449470
2005,2,Edinburgh,440,415,449470
2005,3,Edinburgh,445,415,449470
2005,4,Edinburgh,420,395,449470
2005,5,Edinburgh,380,360,449470
2005,6,Edinburgh,415,390,449470
2005,7,Edinburgh,385,370,449470
2005,8,Edinburgh,450,405,449470
2005,9,Edinburgh,405,380,449470
2005,10,Edinburgh,435,415,449470
2005,11,Edinburgh,450,430,449470
2005,12,Edinburgh,320,305,449470
2006,1,Edinburgh,450,415,452040
2006,2,Edinburgh,425,390,452040
2006,3,Edinburgh,505,465,452040
2006,4,Edinburgh,370,335,452040
2006,5,Edinburgh,500,465,452040
2006,6,Edinburgh,465,455,452040
2006,7,Edinburgh,475,445,452040
2006,8,Edinburgh,565,520,452040
2006,9,Edinburgh,450,420,452040
2006,10,Edinburgh,520,485,452040
2006,11,Edinburgh,480,465,452040
2006,12,Edinburgh,295,280,452040
2007,1,Edinburgh,480,455,456040
2007,2,Edinburgh,440,420,456040
2007,3,Edinburgh,475,450,456040
2007,4,Edinburgh,410,375,456040
2007,5,Edinburgh,505,485,456040
2007,6,Edinburgh,440,425,456040
2007,7,Edinburgh,460,425,456040
2007,8,Edinburgh,480,440,456040
2007,9,Edinburgh,385,365,456040
2007,10,Edinburgh,495,470,456040
2007,11,Edinburgh,410,385,456040
2007,12,Edinburgh,315,305,456040
2008,1,Edinburgh,425,400,458520
2008,2,Edinburgh,430,410,458520
2008,3,Edinburgh,395,375,458520
2008,4,Edinburgh,425,395,458520
2008,5,Edinburgh,445,425,458520
2008,6,Edinburgh,455,435,458520
2008,7,Edinburgh,410,395,458520
2008,8,Edinburgh,355,330,458520
2008,9,Edinburgh,410,375,458520
2008,10,Edinburgh,450,450,458520
2008,11,Edinburgh,385,365,458520
2008,12,Edinburgh,320,320,458520
2009,1,Edinburgh,425,410,463230
2009,2,Edinburgh,415,420,463230
2009,3,Edinburgh,395,390,463230
2009,4,Edinburgh,380,360,463230
2009,5,Edinburgh,405,405,463230
2009,6,Edinburgh,410,385,463230
2009,7,Edinburgh,415,410,463230
2009,8,Edinburgh,385,375,463230
2009,9,Edinburgh,375,360,463230
2009,10,Edinburgh,420,405,463230
2009,11,Edinburgh,400,400,463230
2009,12,Edinburgh,295,305,463230
2010,1,Edinburgh,345,320,469930
2010,2,Edinburgh,445,430,469930
2010,3,Edinburgh,505,490,469930
2010,4,Edinburgh,415,400,469930
2010,5,Edinburgh,385,365,469930
2010,6,Edinburgh,470,465,469930
2010,7,Edinburgh,390,385,469930
2010,8,Edinburgh,445,445,469930
2010,9,Edinburgh,360,355,469930
2010,10,Edinburgh,400,385,469930
2010,11,Edinburgh,360,360,469930
2010,12,Edinburgh,220,210,469930
2011,1,Edinburgh,380,345,477940
2011,2,Edinburgh,405,385,477940
2011,3,Edinburgh,430,440,477940
2011,4,Edinburgh,280,280,477940
2011,5,Edinburgh,400,385,477940
2011,6,Edinburgh,345,335,477940
2011,7,Edinburgh,370,365,477940
2011,8,Edinburgh,405,395,477940
2011,9,Edinburgh,385,375,477940
2011,10,Edinburgh,405,390,477940
2011,11,Edinburgh,400,395,477940
2011,12,Edinburgh,280,285,477940
2012,1,Edinburgh,405,395,482630
2012,2,Edinburgh,390,385,482630
2012,3,Edinburgh,375,370,482630
2012,4,Edinburgh,350,325,482630
2012,5,Edinburgh,440,435,482630
2012,6,Edinburgh,335,335,482630
2012,7,Edinburgh,365,350,482630
2012,8,Edinburgh,370,365,482630
2012,9,Edinburgh,330,315,482630
2012,10,Edinburgh,410,410,482630
2012,11,Edinburgh,405,390,482630
2012,12,Edinburgh,265,260,482630
2013,1,Edinburgh,340,345,487460
2013,2,Edinburgh,370,365,487460
2013,3,Edinburgh,345,325,487460
2013,4,Edinburgh,360,340,487460
2013,5,Edinburgh,405,400,487460
2013,6,Edinburgh,325,325,487460
2013,7,Edinburgh,300,300,487460
2013,8,Edinburgh,335,315,487460
2013,9,Edinburgh,310,315,487460
2013,10,Edinburgh,385,370,487460
2013,11,Edinburgh,275,265,487460
2013,12,Edinburgh,265,250,487460
2014,1,Edinburgh,375,370,492610
2014,2,Edinburgh,345,335,492610
2014,3,Edinburgh,415,410,492610
2014,4,Edinburgh,330,320,492610
2014,5,Edinburgh,355,350,492610
2014,6,Edinburgh,325,315,492610
2014,7,Edinburgh,340,325,492610
2014,8,Edinburgh,325,315,492610
2014,9,Edinburgh,310,295,492610
2014,10,Edinburgh,375,360,492610
2014,11,Edinburgh,345,335,492610
2014,12,Edinburgh,245,240,492610
2015,1,Edinburgh,380,360,498810
2015,2,Edinburgh,325,325,498810
2015,3,Edinburgh,365,340,498810
2015,4,Edinburgh,330,315,498810
2015,5,Edinburgh,315,305,498810
2015,6,Edinburgh,310,300,498810
2015,7,Edinburgh,285,265,498810
2015,8,Edinburgh,300,290,498810
2015,9,Edinburgh,305,295,498810
2015,10,Edinburgh,335,325,498810
2015,11,Edinburgh,280,265,498810
2015,12,Edinburgh,280,270,498810
2016,1,Edinburgh,295,280,507170
2016,2,Edinburgh,310,310,507170
2016,3,Edinburgh,295,280,507170
2016,4,Edinburgh,280,265,507170
2016,5,Edinburgh,320,300,507170
2016,6,Edinburgh,270,275,507170
2016,7,Edinburgh,310,285,507170
2016,8,Edinburgh,335,305,507170
2016,9,Edinburgh,290,280,507170
2016,10,Edinburgh,290,285,507170
2016,11,Edinburgh,300,290,507170
2016,12,Edinburgh,200,195,507170
2017,1,Edinburgh,275,255,513210
2017,2,Edinburgh,280,255,513210
2017,3,Edinburgh,350,330,513210
2017,4,Edinburgh,290,270,513210
2017,5,Edinburgh,320,320,513210
2017,6,Edinburgh,300,295,513210
2017,7,Edinburgh,270,255,513210
2017,8,Edinburgh,295,305,513210
2017,9,Edinburgh,230,205,513210
2017,10,Edinburgh,305,280,513210
2017,11,Edinburgh,255,245,513210
2017,12,Edinburgh,190,180,513210
2018,1,Edinburgh,275,255,518500
2018,2,Edinburgh,295,285,518500
2018,3,Edinburgh,250,245,518500
2018,4,Edinburgh,340,310,518500
2018,5,Edinburgh,340,320,518500
2018,6,Edinburgh,285,275,518500
2018,7,Edinburgh,280,280,518500
2018,8,Edinburgh,325,320,518500
2018,9,Edinburgh,235,225,518500
2018,10,Edinburgh,300,290,518500
2018,11,Edinburgh,275,260,518500
2018,12,Edinburgh,140,130,518500
2019,1,Edinburgh,240,220,NA
2019,2,Edinburgh,235,215,NA
2019,3,Edinburgh,235,235,NA
2002,4,Eilean Siar,5,15,26350
2002,5,Eilean Siar,10,5,26350
2002,6,Eilean Siar,15,15,26350
2002,7,Eilean Siar,15,15,26350
2002,8,Eilean Siar,15,10,26350
2002,9,Eilean Siar,20,20,26350
2002,10,Eilean Siar,20,15,26350
2002,11,Eilean Siar,10,NA,26350
2002,12,Eilean Siar,10,15,26350
2003,1,Eilean Siar,25,15,26430
2003,2,Eilean Siar,20,15,26430
2003,3,Eilean Siar,10,10,26430
2003,4,Eilean Siar,20,10,26430
2003,5,Eilean Siar,20,20,26430
2003,6,Eilean Siar,20,10,26430
2003,7,Eilean Siar,20,15,26430
2003,8,Eilean Siar,15,10,26430
2003,9,Eilean Siar,20,15,26430
2003,10,Eilean Siar,15,10,26430
2003,11,Eilean Siar,15,10,26430
2003,12,Eilean Siar,10,10,26430
2004,1,Eilean Siar,20,15,26650
2004,2,Eilean Siar,15,10,26650
2004,3,Eilean Siar,15,10,26650
2004,4,Eilean Siar,20,5,26650
2004,5,Eilean Siar,20,15,26650
2004,6,Eilean Siar,25,10,26650
2004,7,Eilean Siar,25,20,26650
2004,8,Eilean Siar,15,5,26650
2004,9,Eilean Siar,25,20,26650
2004,10,Eilean Siar,15,10,26650
2004,11,Eilean Siar,20,5,26650
2004,12,Eilean Siar,15,15,26650
2005,1,Eilean Siar,45,35,26930
2005,2,Eilean Siar,15,10,26930
2005,3,Eilean Siar,25,20,26930
2005,4,Eilean Siar,20,5,26930
2005,5,Eilean Siar,20,20,26930
2005,6,Eilean Siar,25,15,26930
2005,7,Eilean Siar,25,20,26930
2005,8,Eilean Siar,15,10,26930
2005,9,Eilean Siar,20,10,26930
2005,10,Eilean Siar,10,15,26930
2005,11,Eilean Siar,25,10,26930
2005,12,Eilean Siar,15,10,26930
2006,1,Eilean Siar,25,15,27060
2006,2,Eilean Siar,25,15,27060
2006,3,Eilean Siar,25,15,27060
2006,4,Eilean Siar,20,10,27060
2006,5,Eilean Siar,20,15,27060
2006,6,Eilean Siar,25,5,27060
2006,7,Eilean Siar,25,30,27060
2006,8,Eilean Siar,30,15,27060
2006,9,Eilean Siar,30,10,27060
2006,10,Eilean Siar,25,20,27060
2006,11,Eilean Siar,15,10,27060
2006,12,Eilean Siar,20,15,27060
2007,1,Eilean Siar,25,15,27210
2007,2,Eilean Siar,20,10,27210
2007,3,Eilean Siar,25,15,27210
2007,4,Eilean Siar,25,5,27210
2007,5,Eilean Siar,15,10,27210
2007,6,Eilean Siar,30,20,27210
2007,7,Eilean Siar,30,10,27210
2007,8,Eilean Siar,15,5,27210
2007,9,Eilean Siar,20,20,27210
2007,10,Eilean Siar,20,5,27210
2007,11,Eilean Siar,15,15,27210
2007,12,Eilean Siar,10,10,27210
2008,1,Eilean Siar,25,10,27280
2008,2,Eilean Siar,20,10,27280
2008,3,Eilean Siar,20,15,27280
2008,4,Eilean Siar,15,5,27280
2008,5,Eilean Siar,20,20,27280
2008,6,Eilean Siar,25,10,27280
2008,7,Eilean Siar,25,20,27280
2008,8,Eilean Siar,15,15,27280
2008,9,Eilean Siar,15,15,27280
2008,10,Eilean Siar,15,5,27280
2008,11,Eilean Siar,15,10,27280
2008,12,Eilean Siar,15,10,27280
2009,1,Eilean Siar,25,20,27420
2009,2,Eilean Siar,25,20,27420
2009,3,Eilean Siar,25,35,27420
2009,4,Eilean Siar,20,15,27420
2009,5,Eilean Siar,15,15,27420
2009,6,Eilean Siar,10,10,27420
2009,7,Eilean Siar,20,10,27420
2009,8,Eilean Siar,15,5,27420
2009,9,Eilean Siar,20,20,27420
2009,10,Eilean Siar,10,5,27420
2009,11,Eilean Siar,20,15,27420
2009,12,Eilean Siar,10,15,27420
2010,1,Eilean Siar,20,15,27600
2010,2,Eilean Siar,25,10,27600
2010,3,Eilean Siar,20,25,27600
2010,4,Eilean Siar,10,15,27600
2010,5,Eilean Siar,15,15,27600
2010,6,Eilean Siar,15,5,27600
2010,7,Eilean Siar,20,25,27600
2010,8,Eilean Siar,20,15,27600
2010,9,Eilean Siar,20,15,27600
2010,10,Eilean Siar,25,10,27600
2010,11,Eilean Siar,10,15,27600
2010,12,Eilean Siar,10,10,27600
2011,1,Eilean Siar,20,15,27690
2011,2,Eilean Siar,20,10,27690
2011,3,Eilean Siar,15,10,27690
2011,4,Eilean Siar,10,10,27690
2011,5,Eilean Siar,15,15,27690
2011,6,Eilean Siar,15,10,27690
2011,7,Eilean Siar,15,10,27690
2011,8,Eilean Siar,15,10,27690
2011,9,Eilean Siar,15,15,27690
2011,10,Eilean Siar,15,15,27690
2011,11,Eilean Siar,15,10,27690
2011,12,Eilean Siar,10,10,27690
2012,1,Eilean Siar,15,15,27560
2012,2,Eilean Siar,15,10,27560
2012,3,Eilean Siar,20,10,27560
2012,4,Eilean Siar,15,0,27560
2012,5,Eilean Siar,15,20,27560
2012,6,Eilean Siar,20,5,27560
2012,7,Eilean Siar,25,15,27560
2012,8,Eilean Siar,10,15,27560
2012,9,Eilean Siar,10,10,27560
2012,10,Eilean Siar,10,10,27560
2012,11,Eilean Siar,10,5,27560
2012,12,Eilean Siar,10,10,27560
2013,1,Eilean Siar,20,15,27400
2013,2,Eilean Siar,15,10,27400
2013,3,Eilean Siar,10,10,27400
2013,4,Eilean Siar,10,5,27400
2013,5,Eilean Siar,15,15,27400
2013,6,Eilean Siar,10,10,27400
2013,7,Eilean Siar,15,5,27400
2013,8,Eilean Siar,5,10,27400
2013,9,Eilean Siar,15,5,27400
2013,10,Eilean Siar,15,10,27400
2013,11,Eilean Siar,15,15,27400
2013,12,Eilean Siar,10,5,27400
2014,1,Eilean Siar,15,5,27250
2014,2,Eilean Siar,10,10,27250
2014,3,Eilean Siar,20,15,27250
2014,4,Eilean Siar,10,15,27250
2014,5,Eilean Siar,15,5,27250
2014,6,Eilean Siar,15,20,27250
2014,7,Eilean Siar,10,15,27250
2014,8,Eilean Siar,10,5,27250
2014,9,Eilean Siar,25,15,27250
2014,10,Eilean Siar,10,10,27250
2014,11,Eilean Siar,10,10,27250
2014,12,Eilean Siar,10,10,27250
2015,1,Eilean Siar,15,10,27070
2015,2,Eilean Siar,10,15,27070
2015,3,Eilean Siar,20,10,27070
2015,4,Eilean Siar,20,15,27070
2015,5,Eilean Siar,10,10,27070
2015,6,Eilean Siar,20,10,27070
2015,7,Eilean Siar,15,10,27070
2015,8,Eilean Siar,15,10,27070
2015,9,Eilean Siar,10,10,27070
2015,10,Eilean Siar,10,10,27070
2015,11,Eilean Siar,15,5,27070
2015,12,Eilean Siar,5,10,27070
2016,1,Eilean Siar,10,10,26900
2016,2,Eilean Siar,10,10,26900
2016,3,Eilean Siar,20,10,26900
2016,4,Eilean Siar,15,20,26900
2016,5,Eilean Siar,15,10,26900
2016,6,Eilean Siar,10,15,26900
2016,7,Eilean Siar,15,5,26900
2016,8,Eilean Siar,10,10,26900
2016,9,Eilean Siar,10,10,26900
2016,10,Eilean Siar,10,10,26900
2016,11,Eilean Siar,5,5,26900
2016,12,Eilean Siar,5,5,26900
2017,1,Eilean Siar,10,5,26950
2017,2,Eilean Siar,10,5,26950
2017,3,Eilean Siar,15,15,26950
2017,4,Eilean Siar,10,5,26950
2017,5,Eilean Siar,10,10,26950
2017,6,Eilean Siar,15,10,26950
2017,7,Eilean Siar,10,5,26950
2017,8,Eilean Siar,10,10,26950
2017,9,Eilean Siar,10,5,26950
2017,10,Eilean Siar,5,5,26950
2017,11,Eilean Siar,20,5,26950
2017,12,Eilean Siar,5,5,26950
2018,1,Eilean Siar,10,10,26830
2018,2,Eilean Siar,15,10,26830
2018,3,Eilean Siar,20,15,26830
2018,4,Eilean Siar,5,5,26830
2018,5,Eilean Siar,10,5,26830
2018,6,Eilean Siar,15,15,26830
